ID,target
1,0.349225666667
3,0.324118333333
6,0.242191
9,0.225686333333
10,0.682563
11,0.0939231
12,0.0449401333333
13,0.0584853
15,0.163534
17,0.0485604
18,0.637743333333
19,0.0722981666667
27,0.174439333333
29,0.0216598
33,0.670375
34,0.0373193333333
39,0.125740333333
41,0.0840814333333
44,0.0342805333333
45,0.384641666667
47,0.125381
48,0.0314997666667
49,0.136890333333
53,0.0774444
56,0.0613866333333
57,0.254488666667
59,0.0234631
61,0.0932381333333
64,0.0323085666667
68,0.0603243666667
72,0.295139333333
73,0.0614658333333
81,0.0262261666667
82,0.391532333333
85,0.0230279
87,0.0561516666667
88,0.174891
92,0.0469448333333
95,0.0172820666667
96,0.0233033333333
97,0.0832578666667
99,0.212137
103,0.249561666667
104,0.0929837333333
105,0.345218333333
106,0.213379
111,0.108517266667
112,0.319489
114,0.0596259333333
117,0.0640752333333
118,0.0453561
119,0.0229433
120,0.149763666667
121,0.0475861
123,0.311150333333
127,0.0428975333333
129,0.0900226333333
130,0.0741055666667
132,0.0695148
133,0.259465333333
134,0.0489252666667
135,0.195909666667
139,0.232543333333
141,0.0105063
142,0.0961294
145,0.0518804666667
146,0.0812587666667
147,0.415261
150,0.0611925666667
152,0.187232666667
153,0.0813698333333
158,0.122810666667
160,0.385693666667
163,0.403252
164,0.0168471
171,0.0917322333333
172,0.334009
173,0.0102119733333
174,0.276786666667
175,0.0369374
176,0.166414
177,0.65587
178,0.173935333333
179,0.103212766667
180,0.371032333333
181,0.493714333333
182,0.163276666667
185,0.584622
187,0.0600050666667
189,0.0553516
190,0.0505873333333
192,0.0822432
193,0.329867
200,0.0907989
201,0.306328666667
202,0.332865333333
203,0.0366351
204,0.0840183333333
205,0.137056333333
206,0.138488
208,0.0615053
209,0.146175333333
212,0.841035
214,0.0396443666667
216,0.176179
224,0.0392166666667
227,0.0817258333333
228,0.432613
229,0.222020333333
230,0.420575
231,0.809709
232,0.0245734333333
233,0.489905333333
235,0.045147
237,0.641014333333
240,0.0631165666667
243,0.0406350333333
244,0.786935333333
245,0.143236333333
246,0.116787
247,0.0927594333333
248,0.112123866667
250,0.0899526333333
252,0.229223
254,0.0600428333333
255,0.169915
257,0.0319104
267,0.0169786666667
268,0.450384333333
271,0.763357
274,0.193787333333
277,0.328112
280,0.044629
281,0.138107666667
283,0.355824333333
284,0.676768666667
286,0.0909873666667
287,0.0961666666667
288,0.0317270333333
290,0.0304163
291,0.131463666667
292,0.0631249333333
295,0.174114666667
301,0.0894326333333
303,0.230567666667
304,0.137328666667
305,0.665564333333
308,0.0422216333333
313,0.0676775666667
314,0.0114024333333
315,0.0293469333333
317,0.102151933333
318,0.289730666667
319,0.289067
320,0.596192333333
323,0.0358035666667
325,0.0894416666667
327,0.141165666667
328,0.0478322
329,0.0879962
330,0.0116467
333,0.789675
334,0.112991
342,0.131544666667
343,0.190229
346,0.116225666667
347,0.0600165666667
348,0.155739
353,0.0208622
354,0.0441531
356,0.0462932
358,0.541072666667
359,0.231742333333
360,0.0824803333333
361,0.113041
365,0.154567666667
366,0.436133666667
367,0.131823666667
370,0.298387
371,0.202273
373,0.626672333333
375,0.251664333333
378,0.111742
379,0.478876333333
380,0.155725666667
383,0.414891333333
388,0.189753666667
389,0.198433333333
392,0.023514
395,0.170347333333
396,0.0168737333333
397,0.609712
400,0.0460418666667
401,0.126883333333
402,0.355549
403,0.622015
405,0.0145311333333
408,0.0632259333333
410,0.127658
414,0.0640662333333
415,0.492766333333
416,0.267603
418,0.231598333333
422,0.0185185666667
424,0.179271666667
427,0.117352
428,0.0281216
429,0.186445666667
430,0.779919
436,0.0338967333333
437,0.0557632333333
438,0.0262210333333
440,0.374786333333
441,0.336254
443,0.253061666667
445,0.0229850666667
446,0.030067
447,0.177065
448,0.261415666667
451,0.550199
453,0.0748268
454,0.145901
458,0.397792333333
460,0.0590894
461,0.0381016666667
463,0.00980108333333
465,0.261077
466,0.324613666667
469,0.174126666667
470,0.135749333333
474,0.168919
475,0.119885333333
484,0.0153108666667
485,0.378192333333
486,0.238427666667
490,0.0282051666667
493,0.0427924
494,0.337845333333
497,0.1122552
498,0.159346333333
501,0.0193823666667
503,0.356285333333
508,0.763809
510,0.211526333333
511,0.0112298
512,0.252192
513,0.0524201666667
514,0.0310149333333
515,0.126985666667
517,0.0898395
518,0.507026333333
519,0.101665066667
523,0.349473
525,0.161869666667
526,0.0445584333333
530,0.0763316
532,0.104723533333
537,0.0839763333333
538,0.463016333333
539,0.349063666667
541,0.122204
542,0.0591544666667
544,0.447675666667
545,0.299146
550,0.747689
551,0.111751333333
552,0.142503
553,0.0561372333333
557,0.313711333333
558,0.158810333333
564,0.336858
567,0.0534947
568,0.00960306333333
571,0.0703187666667
575,0.575226666667
577,0.0717068666667
578,0.236845333333
580,0.0974421666667
586,0.429296
589,0.0750013333333
591,0.243859
592,0.319872333333
593,0.0388833
595,0.173054333333
596,0.112769666667
599,0.435309
608,0.0274732666667
610,0.468995
611,0.0119470333333
614,0.419175
616,0.298734
618,0.0641903666667
619,0.123891
620,0.0137350333333
621,0.0339520666667
622,0.0367210666667
627,0.0304152
629,0.0377404666667
630,0.0484305666667
631,0.350384
632,0.137113666667
633,0.118825333333
634,0.114802533333
635,0.0713727666667
636,0.110943
637,0.0490937666667
638,0.161958333333
639,0.678472666667
641,0.363649666667
648,0.0359350333333
649,0.224768333333
654,0.420825666667
660,0.0417673333333
662,0.735006
664,0.00510436333333
665,0.198870666667
669,0.0178576
670,0.0375415666667
671,0.430796
672,0.389143333333
675,0.217710333333
676,0.0680429666667
677,0.134907666667
678,0.0703959333333
680,0.140500333333
681,0.208538333333
683,0.103413066667
684,0.633093333333
696,0.0445352666667
697,0.149375333333
698,0.806533
699,0.134387
700,0.0387197333333
701,0.0597146666667
702,0.0611011333333
703,0.152683
704,0.0521135
705,0.0797262666667
707,0.540257
708,0.333108
712,0.0833329333333
713,0.194224333333
715,0.181572
717,0.0656064333333
720,0.0873179
721,0.0549712666667
722,0.0553422
723,0.106442666667
728,0.245559333333
729,0.0383340333333
731,0.232079333333
733,0.0299090333333
735,0.293391666667
736,0.606822
737,0.104195233333
739,0.152065
740,0.152305333333
742,0.023493
743,0.0270266666667
745,0.0156634666667
747,0.0450482666667
749,0.072457
750,0.368058666667
751,0.567742666667
753,0.0891518
755,0.0320040333333
757,0.0902934333333
761,0.1010882
763,0.370455333333
764,0.0721320333333
766,0.0106428066667
769,0.160984333333
770,0.0810387333333
771,0.913008666667
772,0.197671333333
774,0.0562118333333
776,0.576632666667
777,0.0495070666667
780,0.235170333333
782,0.316030666667
783,0.112772333333
784,0.0958331
785,0.0552466
787,0.0839835666667
788,0.0728291666667
790,0.336335333333
792,0.546905333333
793,0.0255286
794,0.0984758666667
797,0.148139
799,0.0184948333333
800,0.0753465666667
802,0.0895124
803,0.796183333333
806,0.0232100333333
807,0.0406322666667
809,0.599361666667
811,0.0425733
812,0.574243333333
813,0.625778333333
814,0.0374549
816,0.179624666667
821,0.582813333333
822,0.0893503333333
825,0.0279781666667
827,0.369845333333
830,0.270356333333
832,0.577078
835,0.135288666667
837,0.0873164
841,0.0912644333333
843,0.790629333333
844,0.0155959333333
845,0.728829333333
847,0.744517666667
849,0.0326692333333
851,0.239067666667
852,0.442633
854,0.902848333333
855,0.0662328333333
859,0.0268177666667
860,0.151880333333
861,0.501838
862,0.00587843
863,0.052007
864,0.691115
865,0.261371666667
866,0.108741333333
867,0.162924333333
868,0.646489333333
872,0.0416846666667
873,0.321183
876,0.358616333333
880,0.102979166667
884,0.0776687
885,0.505744
887,0.0124503333333
888,0.117605
889,0.361747333333
892,0.123142
893,0.0139029
896,0.0594345333333
898,0.491809333333
899,0.260089
900,0.0357358666667
901,0.34133
903,0.588238333333
904,0.644793333333
909,0.512292
912,0.267485666667
919,0.0414839666667
920,0.30609
923,0.100744766667
926,0.0574597
927,0.336136333333
929,0.0962034
931,0.0508145666667
933,0.724813666667
937,0.21489
938,0.194427333333
943,0.111857
947,0.0699422333333
948,0.0999307666667
949,0.0741971333333
951,0.191859
952,0.231110333333
953,0.0236379
954,0.275272
955,0.113842333333
957,0.207555
958,0.216586333333
959,0.0508572
961,0.0621454666667
962,0.215801333333
963,0.0126968333333
964,0.272384333333
968,0.750596333333
971,0.360658333333
972,0.211198666667
975,0.0858817666667
977,0.0231990333333
978,0.122586333333
979,0.0350956333333
980,0.182587
981,0.137535666667
982,0.436969333333
984,0.124419
986,0.082968
989,0.0543887
992,0.498118
993,0.19598
997,0.443372
1000,0.234263
1001,0.776512333333
1003,0.0690124666667
1004,0.169737666667
1006,0.0260390666667
1008,0.1023436
1012,0.691725
1019,0.286884333333
1020,0.663122
1023,0.101665066667
1024,0.204537333333
1025,0.0101660933333
1026,0.601965
1030,0.471212333333
1032,0.0316526333333
1034,0.656867333333
1037,0.0693542666667
1041,0.775108
1042,0.217625
1044,0.0847122333333
1045,0.0524062666667
1048,0.0759934333333
1050,0.0413103
1054,0.136963333333
1055,0.0399105666667
1057,0.168086333333
1058,0.101635533333
1059,0.264147333333
1061,0.07787
1062,0.0328635
1063,0.173381333333
1064,0.194087333333
1065,0.130663
1066,0.219637
1068,0.851724
1070,0.632218
1074,0.246439
1079,0.161216666667
1080,0.649146333333
1082,0.0505373
1089,0.496111666667
1092,0.231519666667
1093,0.0591642666667
1096,0.0361680333333
1097,0.0640933333333
1098,0.0889321666667
1099,0.136474
1100,0.0698724333333
1102,0.464630333333
1104,0.119915
1105,0.0246655666667
1106,0.660148333333
1108,0.441494333333
1109,0.170908666667
1110,0.524400666667
1111,0.0955775333333
1117,0.309820666667
1118,0.576995
1121,0.0777646333333
1122,0.1096964
1124,0.219719333333
1130,0.425796
1132,0.416393666667
