"ID","target"
1,0.318202
3,0.404645
6,0.236705
9,0.258719
10,0.506287
11,0.0945468
12,0.0552356
13,0.0512163
15,0.156816
17,0.0626891
18,0.679195
19,0.0768086
27,0.283513
29,0.0322079
33,0.686547
34,0.0479471
39,0.173468
41,0.119368
44,0.0449914
45,0.418074
47,0.177238
48,0.0357859
49,0.155652
53,0.0758909
56,0.0909294
57,0.252018
59,0.0388109
61,0.081577
64,0.0394569
68,0.0635004
72,0.314
73,0.0837605
81,0.041995
82,0.403118
85,0.0438229
87,0.0772865
88,0.185179
92,0.0794285
95,0.0232724
96,0.0283054
97,0.0663286
99,0.184217
103,0.242804
104,0.12078
105,0.384188
106,0.187026
111,0.152247
112,0.400631
114,0.0453056
117,0.0779543
118,0.072239
119,0.0257335
120,0.173626
121,0.0501959
123,0.272142
127,0.0599241
129,0.117931
130,0.096696
132,0.089876
133,0.274455
134,0.0658274
135,0.241096
139,0.196709
141,0.0194488
142,0.0908564
145,0.0630038
146,0.0586066
147,0.403532
150,0.0889198
152,0.165051
153,0.131196
158,0.122294
160,0.413043
163,0.399674
164,0.0265673
171,0.0953075
172,0.353827
173,0.01567
174,0.269666
175,0.0458685
176,0.182202
177,0.66
178,0.168265
179,0.142933
180,0.36018
181,0.504631
182,0.150026
185,0.53897
187,0.0439727
189,0.0603728
190,0.0705686
192,0.0568353
193,0.296397
200,0.0985575
201,0.310146
202,0.304027
203,0.0822184
204,0.113766
205,0.189811
206,0.168241
208,0.0658629
209,0.140174
212,0.823077
214,0.0384505
216,0.209822
224,0.0376687
227,0.150042
228,0.452798
229,0.295686
230,0.413118
231,0.797533
232,0.0304871
233,0.484953
235,0.0837271
237,0.624786
240,0.0953802
243,0.0524752
244,0.667026
245,0.126398
246,0.138977
247,0.100393
248,0.0749627
250,0.112041
252,0.211862
254,0.0720932
255,0.211073
257,0.0330161
267,0.0281855
268,0.404906
271,0.730315
274,0.172728
277,0.432213
280,0.0555845
281,0.160519
283,0.396504
284,0.654839
286,0.109554
287,0.100704
288,0.0422257
290,0.0456447
291,0.128632
292,0.0892587
295,0.194038
301,0.113882
303,0.226699
304,0.175725
305,0.64468
308,0.0515818
313,0.0803629
